"surrogate_uuid","group_id","txt_name","theme_id","type_id"
"2c90f588404b4848014058ed609d71d1","TXA4237","Loi n°43-571 du 28 octobre 1943 relative aux appareils à pression de vapeur employés à terre et aux appareils à pression de gaz employés à terre ou à bord des bateaux de navigation intérieure","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e7276bd9"
"2c90f588404b48480140595cc87668fb","TXA9554","Arrêté du 9 juillet 2013 relatif aux dimensions de la zone de voisinage autour d'une pièce nue sous tension","4028807d16245e4d01162524d5946b01","4028807d16245e4d01162524db946b37"
"2c90f588404b48480140732817262da6","TXA9555","Code de la route Articles L. 311-1 à L. 311-2 :  Dispositions générales et définitions (Livre 3, Titre 1er, Chapitre I)","2c90f588422a462a014232c34f995161","4028807d16245e4d01162524df706b6d"
"2c90f588404b484801407dc523fa5dcf","TXA9558","Arrêté du 14 septembre 1981 relatif à la vérification périodique des chronotachygraphes utilisés dans les transports par route","2c90f588422a462a014232c34f995161","4028807d16245e4d01162524db946b37"
"2c90f588404b484801407dd0b3a85e9f","TXA9560","Arrêté du 6 juillet 2005 relatif aux modalités de téléchargement des données de conduite en matière de transport par route","2c90f588422a462a014232c34f995161","4028807d16245e4d01162524db946b37"
"2c90f588404b4848014087ca98107291","TXA9569","Code des transports Articles L. 3314-1 à L. 3314-3 Formation professionnelle des conducteurs (Troisième partie, Livre III, Titre Ier, Chapitre IV)","2c90f588422a462a014232c34f995161","4028807d16245e4d01162524df706b6d"
"2c90f588404b484801409c989f344162","TXA9577","Arrêté du 1er décembre 2000 portant approbation des méthodes de calcul Th-C et Th-E prévues aux articles 4 et 5 de l’arrêté du 29 novembre 2000 relatif aux caractéristiques thermiques des bâtiments nouveaux et des parties nouvelles de bâtiments","d37394453d863f29013daaf2faf0518e","4028807d16245e4d01162524db946b37"
"2c90f588404b48480140c94904f45a2b","TXA9352","Décision d'éxécution de la commission du 11 décembre 2012  déterminant les limites quantitatives applicables aux substances réglementées et allouant des quotas de ces substances conformément au règlement (CE) n° 1005/2009 du Parlement européen et du Conseil relatif à des substances qui appauvrissent la couche d’ozone, pour la période du 1er janvier au 31 décembre 2013","4028807d16245e4d01162524c4c46a32","4028807d16245e4d01162524e20d6b91"
"2c90f588404b48480140c95401b66942","TXA6259","Arrêté du 5 décembre 2006 relatif aux modalités de mesurage des bruits de voisinage","4028807d16245e4d01162524c6706a44","4028807d16245e4d01162524db946b37"
"2c90f588404b48480140c971a609136a","TXA6700","Circulaire DPPR/SEI/BPSE/EN/CD/10 n° 00-317 du 19 juin 2000 relative aux demandes d'autorisation présentées au titre de la législation sur les installations classées. Étude de l'impact sur la santé publique","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524e34f6ba3"
"2c90f588404b48480140c977cca41ca5","TXA9125","Arrêté du 7 février 2012 relatif aux exemples d'application des critères précisant la notion d'« emballage » définis à l'article R. 543-43 du code de l'environnement","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524db946b37"
"2c90f588404b48480140ca2941e90dfa","TXA6527","Arrêté du 29 octobre 2007 relatif aux prescriptions générales applicables aux installations classées soumises à déclaration sous la rubrique n° 1158 (Emploi ou stockage de diisocyanate de diphénylméthane)","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f588404b48480140df56c4ed703f","TXA9586","Arrêté du 10 juillet 2013 relatif à la prévention des risques biologiques auxquels sont soumis certains travailleurs susceptibles d'être en contact avec des objets perforants","4028807d16245e4d01162524cfda6ab9","4028807d16245e4d01162524db946b37"
"2c90f588404b48480140e94e283925d9","TXA9180","Arrêté du 27 mars 2012 relatif aux prescriptions générales applicables aux installations classées pour la protection de l'environnement soumises à déclaration sous la rubrique n° 2710-1 (Installations de collecte de déchets dangereux apportés par leur producteur initial)","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f588404b48480140ee700c681ca5","TXA3407","Circulaire DGS n° 2001-185 du 11 avril 2001 relative à l'analyse des effets sur la santé dans les études d'impacts","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524e34f6ba3"
"2c90f588404b48480140ee759ba52230","TXA6677","Circulaire du 11 juillet 2007 relative à la publication du règlement 1013/2006 relatif au transfert de déchets","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524e34f6ba3"
"2c90f588404b48480140efa840d05c88","TXA6575","Arrêté du 30 décembre 2004 relatif à la carte individuelle de suivi médical et aux informations individuelles de dosimétrie des travailleurs exposés aux rayonnements ionisants","d37394c522a42328012338c907e42c2e","4028807d16245e4d01162524db946b37"
"2c90f588404b48480140efae916f6df4","TXA6541","Arrêté du 6 décembre 2003 relatif aux conditions de délivrance du certificat et de l'agrément pour les organismes en charge de la surveillance individuelle de l'exposition des travailleurs aux rayonnements ionisants","d37394c522a42328012338c907e42c2e","4028807d16245e4d01162524db946b37"
"2c90f58840f2128b0140f24af6456160","TXA9181","Arrêté du 27 mars 2012 relatif aux prescriptions générales applicables aux installations classées pour la protection de l'environnement soumises à déclaration sous la rubrique n° 2710-2 (Installations de collecte de déchets non dangereux apportés par leur producteur initial)","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f58840f2128b0140f25aaf84749f","TXA8120","Arrêté du 10 novembre 2009 relatif aux prescriptions générales applicables aux installations classées de méthanisation soumises à déclaration sous la rubrique n° 2781-1","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f58840f265710140f3b6a5741e47","TXA9030","Arrêté du 23 novembre 2011 relatif aux prescriptions générales applicables aux installations classées pour la protection de l’environnement soumises à déclaration sous la rubrique 2791 (installation de traitement de déchets non dangereux à l’exclusion des installations visées aux rubriques 2720, 2760, 2771, 2780, 2781 et 2782)","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f58840f265710140f4f7d8535e42","TXA9265","Arrêté du 7 août 2012 relatif aux contrôles techniques à réaliser dans les installations d'ascenseurs","4028807d16245e4d01162524d4d36af8","4028807d16245e4d01162524db946b37"
"2c90f58840f265710140f8c79b9a6140","TXA7212","Arrêté du 17 juin 2005 relatif aux prescriptions générales applicables aux installations classées soumises à déclaration sous la rubrique no 2220 Préparation ou conservation de produits alimentaires d'origine végétale par cuisson, appertisation, surgélation, congélation, lyophilisation, déshydratation, torréfaction, etc., à l'exclusion du sucre, de la fécule, du malt, des huiles et des aliments pour le bétail mais y compris les ateliers de maturation de fruits et légumes","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f58840f265710140f8ce91e463c4","TXA7218","Arrêté du 25 juillet 2001 relatif aux prescriptions générales applicables aux installations classées pour la protection de l'environnement soumises à déclaration sous la rubrique n° 2351 ""Teinture et pigmentation de peaux""","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f58840f26571014101d2440a2597","TXA9589","Circulaire du 9 août 2013 relative à la démarche de prévention et de gestion des risques sanitaires des installations classées soumises à autorisation.","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524e34f6ba3"
"2c90f58840f26571014101d76e312a50","TXA3628","Arrêté du 2 mai 2002 relatif aux prescriptions générales applicables aux installations classées soumises à déclaration sous la rubrique 2940 relative à l'utilisation (application, cuisson, séchage) de vernis, peinture, apprêt, colle, enduit, etc., sur support quelconque (métal, bois, plastique, cuir, papier, textile), à l'exclusion des activités couvertes par d'autres rubriques dont les rubriques 1521, 2445, 2450","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f58840f26571014101e14078339f","TXA9591","Avis aux organismes agréés par les ministres en charge de l'environnement et de l'industrie en application de l'article R. 543-99 du code de l'environnement","4028807d16245e4d01162524c4c46a32","4028807d16245e4d01162524e20d6b91"
"2c90f58840f26571014101e460973905","TXA6906","Directive 2000/60/CE du Parlement européen et du Conseil du 23 octobre 2000 établissant un cadre pour une politique communautaire dans le domaine de l'eau","4028807d16245e4d01162524c5ba6a3b","4028807d16245e4d01162524e5e76bc7"
"2c90f58840f26571014101e5a3963b2e","TXA7412","Directive 2008/105/CE du Parlement européen et du Conseil du 16 décembre 2008 établissant des normes de qualité environnementale dans le domaine de l'eau, modifiant et abrogeant les directives du Conseil 82/176/CEE, 83/513/CEE, 84/156/CEE, 84/491/CEE, 86/280/CEE et modifiant la directive 2000/60/CE","4028807d16245e4d01162524c5ba6a3b","4028807d16245e4d01162524e5e76bc7"
"2c90f58840f26571014101f197fa6830","TXA8186","Règlement (CE) n° 66/2010 du Parlement européen et du Conseil du 25 novembre 2009 établissant le label écologique de l'UE","4028807d16245e4d01162524c7d96a56","4028807d16245e4d01162524ed896c33"
"2c90f58840f26571014102ba1790457c","TXA5056","Arrêté du 23 janvier 1997 relatif aux prescriptions générales applicables aux installations classées pour la protection de l'environnement soumises à déclaration sous la rubrique n° 2950 : ""Traitement et développement de surfaces photosensibles à base argentique""","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f5884102f682014102f73b44005f","TXA4827","Arrêté du 4 juin 2004 relatif aux prescriptions générales applicables aux  installations classées soumises à déclaration sous la rubrique 2930 relative aux ateliers de réparation et d'entretien de véhicules et engins à moteur, y compris les activités de carrosserie et de tôlerie","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f5884102f6820141030d11d12973","TXA7221","Arrêté du 26 décembre 2006 relatif aux prescriptions générales applicables aux exploitations de carrières soumises à déclaration sous la rubrique n° 2510 de la nomenclature des installations classées","2c90f588558d4ff9015590e55bbc7031","4028807d16245e4d01162524de2f6b5b"
"2c90f5884102f6820141047b94d527e9","TXA6957","Arrêté du 30 juin 1997 relatif aux prescriptions générales applicables aux installations classées pour la protection de l'environnement soumises à déclaration sous la rubrique n° 2550 (Fonderie [fabrication de produits moulés] de plomb et alliages contenant du plomb [au moins 3 %])","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f5884102f682014104de48a05ac6","TXA9592","Circulaire du 3 juillet 2013 relative aux transferts transfrontaliers de déchets","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524e34f6ba3"
"2c90f5884102f682014104fecc1a2048","TXA6662","Arrêté du 30 juin 1997 relatif aux prescriptions générales applicables aux installations classées pour la protection de l'environnement soumises à déclaration sous la rubrique n° 2551 (Fonderie [fabrication de produits moulés] de métaux et alliages ferreux)","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f5884102f6820141056ce4bc688e","TXA6979","Arrêté du 30 juin 1997 relatif aux prescriptions générales applicables aux installations classées pour la protection de l'environnement soumises à déclaration sous la rubrique n° 2552 : ""Fonderie (fabrication de produits moulés) de métaux et alliages non ferreux"" (à l'exception de celles relevant de la rubrique n°2550).","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f5884109d2c401410d1e8e35069b","TXA3642","Arrêté du 30 juin 1997 relatif aux prescriptions générales applicables aux installations classées pour la protection de l'environnement soumises à déclaration sous la rubrique n° 2565 : Métaux et matières plastiques (traitement des) pour le dégraissage, le décapage, la conversion, le polissage, la métallisation..., par voie électrolytique, chimique, ou par emploi de liquides halogénés","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f5884109d2c401411127221e2e24","TXA5055","Arrêté du 30 juin 1997 relatif aux prescriptions générales applicables aux installations classées pour la protection de l'environnement soumises à déclaration sous la rubrique n° 2562 : ""Bains de sels fondus (chauffage et traitements industriels par l'intermédiaire de)""","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f588422a462a0142376ab86e078d","TXA9031","Arrêté du 26 novembre 2011 relatif aux prescriptions générales applicables aux installations de fabrication de béton prêt à l’emploi, soumises à déclaration sous la rubrique n° 2518 de la nomenclature des installations classées pour la protection de l’environnement","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524de2f6b5b"
"2c90f588429b4a8a01429e2e78c01e36","TXA9624","Règlement (UE) n° 1123/2013 de la Commission du 8 novembre 2013 sur la détermination de droits d’utilisation de crédits internationaux conformément à la directive 2003/87/CE du Parlement européen et du Conseil","4028807d16245e4d01162524c4c46a32","4028807d16245e4d01162524ed896c33"
"2c90f58842d727e30142e62403331dff","TXA9633","DÉCISION D’EXÉCUTION DE LA COMMISSION du 9 décembre 2013 établissant les conclusions sur les meilleures techniques disponibles (MTD) pour la production de chlore et de soude, au titre de la directive 2010/75/UE du Parlement européen et du Conseil relative aux émissions industrielles","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524e20d6b91"
"2c90f5884357e1e9014358f48532760a","TXA9183","Décret n° 2012-542 du 23 avril 2012 pris pour l'application de l'article L. 542-1-2 du code de l'environnement et établissant les prescriptions du Plan national de gestion des matières et des déchets radioactifs","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524e48d6bb5"
"2c90f58844752985014488b9e2b60cac","TXA9682","Arrêté du 5 février 2014 encadrant la constitution de garanties financières par le biais d'un fonds de garantie privé prévue au I de l'article R. 516-2 du code de l'environnement","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524db946b37"
"2c90f58844752985014488e27e351ffa","TXA9285","Arrêté du 2 août 2012 relatif aux principes du système de gestion de la qualité mentionné à l'article D. 541-12-14 du code de l'environnement","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524db946b37"
"2c90f58845004b46014521e3e3d70b28","TXA8673","Code de l'environnement Articles L. 556-1 à L. 556-3 Chapitre VI : Sites et sols pollués (Livre V, Titre V, Chapitre VI)","d37394c522a42328012338c482ba2c10","4028807d16245e4d01162524df706b6d"
"2c90f58845004b460145226db6ed41b4","TXA9695","Instruction du Gouvernement du 12 mars 2014 définissant les priorités de l’inspection des installations classées pour l’année 2014","4028807d16245e4d01162524c9ec6a71","4028807d16245e4d01162524e34f6ba3"
"2c90f58845004b4601452817dbc32396","TXA9698","Circulaire DGT 2014/1 du 18 mars 2014 relative à la base de données économiques et sociales et aux délais de consultation du comité d'entreprise et d'expertise","4028807d16245e4d01162524cbab6a83","4028807d16245e4d01162524e34f6ba3"
"2c90f58845004b4601453ccf8ac5162f","TXA6248","Arrêté du 4 août 2006 portant règlement de la sécurité des canalisations de transport de gaz combustibles, d'hydrocarbures liquides ou liquéfiés et de produits chimiques\nAbrogé par l'arrêté du 5 mars 2014","ff8081816b4d71ef016b54dd71e53d99","4028807d16245e4d01162524db946b37"
"2c90f58845004b4601453cd4e2163032","TXA5898","Code de l'Environnement - Articles R. 216-15 à R. 216-17 : Transaction pénale (Eau et milieux aquatiques et marins)","4028807d16245e4d01162524c5ba6a3b","4028807d16245e4d01162524e0ba6b7f"
"2c90f58845004b460145419217865d8a","TXA6032","Directive 2006/95/CE du Parlement européen et du Conseil du 12 décembre 2006 concernant le rapprochement des législations des États membres relatives au matériel électrique destiné à être employé dans certaines limites de tension\n\nAbrogée par la directive n°2014/35/UE","4028807d16245e4d01162524d5946b01","4028807d16245e4d01162524e5e76bc7"
"2c90f58845004b4601454194b31560d7","TXA8052","Directive 2009/105/CE du Parlement européen et du Conseil du 16 septembre 2009 relative aux récipients à pression simples\n\nAbrogée par la directive n°2014/29/UE","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e5e76bc7"
"2c90f588455fd1d001456551119e0dfd","TXA8626","Décision BSEI n° 10-021 du 19 février 2010 relative à l'approbation d'un guide professionnel pour l'établissement d'un plan d'inspection (DT84)","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e20d6b91"
"2c90f588455fd1d00145655635022186","TXA8627","Décision BSEI n° 10-022 du 19 février 2010 relative aux modalités de requalifications périodiques des échangeurs haute pression et réacteurs tubulaires des unités de production de poly-éthylène et copolymères d'éthylène sous haute pression","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e20d6b91"
"2c90f588456c31f50145cc33f8363eee","TXA9701","Avis aux fabricants, importateurs et utilisateurs en aval qui disposent de nouvelles informations susceptibles d'entraîner une modification des éléments de classification et d'étiquetage harmonisés d'une substance chimique","4028807d16245e4d01162524cb036a7a","4028807d16245e4d01162524e20d6b91"
"2c90f588456c31f50145d1b8cc7c3259","TXA9706","Instruction du Gouvernement du 25 mars 2014 relative à la réglementation nationale des publicités, des enseignes et des préenseignes","4028807d16245e4d01162524c7d96a56","4028807d16245e4d01162524e34f6ba3"
"2c90f588456c31f50145d1dad62e5e66","TXA9707","Circulaire du 10 avril 2014 - Taxe générale sur les activités polluantes","4028807d16245e4d01162524d7ad6b1c","4028807d16245e4d01162524e34f6ba3"
"2c90f588456c31f50145d1f1ba8066ec","TXA9708","Avis aux entreprises ayant l'intention d'importer ou d'exporter, en 2015, des substances réglementées appauvrissant la couche d'ozone vers l'Union européenne ou à partir de celle-ci, et aux entreprises ayant l'intention de produire ou d’importer, en 2015, de telles substances destinées à des utilisations essentielles en laboratoire et à des fins d'analyse","4028807d16245e4d01162524c4c46a32","4028807d16245e4d01162524e20d6b91"
"2c90f588456c31f50145d22b86454926","TXA8834","Arrêté du 3 février 2011 relatif aux informations à transmettre à l'Agence nationale pour la gestion des déchets radioactifs en vue de l'édition 2012 de l'inventaire national des matières et déchets radioactifs","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524db946b37"
"2c90f58846fdd496014700cc3bf94add","TXA9729","Arrêté du 23 novembre 2011 fixant la nature des intrants dans la production de biométhane pour l'injection dans les réseaux de gaz naturel","d37394453d863f29013daaf3cf6451fe","4028807d16245e4d01162524db946b37"
"2c90f58846fdd49601470c9b10d207a5","TXA5578","Directive 2006/118/CE du Parlement européen et du Conseil du 12 décembre 2006 sur la protection des eaux souterraines contre la pollution et la détérioration","4028807d16245e4d01162524c5ba6a3b","4028807d16245e4d01162524e5e76bc7"
"2c90f58846fdd496014759b8c70c7505","TXA5890","Code de l'Environnement - Articles R. 214-71 à R. 214-87 : Ouvrages utilisant l'énergie hydraulique (Eau et milieux aquatiques et marins) (Livre II, Titre I, Chapitre IV)","d37394453d863f29013daaf3cf6451fe","4028807d16245e4d01162524e0ba6b7f"
"2c90f58846fdd496014759c3f5e97a1d","TXA5897","Code de l'environnement Articles R. 216-7 à R.216-14 : Sanctions pénales (Eau et milieux aquatiques et marins) (Livre II, Titre Ier, Chapitre VI, Section 2)","4028807d16245e4d01162524c5ba6a3b","4028807d16245e4d01162524e0ba6b7f"
"2c90f58846fdd49601476d7519a334ea","TXA6524","Règlement (CE) n° 1418/2007 du 29 novembre 2007 concernant l’exportation de certains déchets destinés à être valorisés, énumérés à l’annexe III ou IIIA du règlement n° 1013/2006 du Parlement européen et du Conseil vers certains pays auxquels la décision de l’OCDE sur le contrôle des mouvements transfrontières de déchets ne s’applique pas.","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524ed896c33"
"2c90f58846fdd49601476e04cdb0599e","TXA9755","Recommandation R474:   Organisation des travaux de maintenance en tuyauterie et chaudronnerie sur sites chimiques et pétroliers","4028807d16245e4d01162524cbab6a83","4028807d16245e4d01162524ec3c6c21"
"2c90f588478935cf0147a05a34d8596d","TXA3393","Arrêté du 7 septembre 1999 relatif au contrôle des filières d'élimination des déchets d'activités de soins à risques infectieux et assimilés et des pièces anatomiques","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524db946b37"
"2c90f588478935cf0147a6d1a8967c28","TXA8363","Décret n° 2010-323 du 23 mars 2010 relatif à la prévention des risques résultant de l'usage des générateurs d'aérosol","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e48d6bb5"
"2c90f588478935cf0147af8293a578a1","TXA8619","Liste des organismes agréés pour le contrôle des installations de refroidissement par dispersion d'eau dans un flux d'air","4028807d16245e4d01162524c9ec6a71","d37394c5272f761f01273d899b5811d1"
"2c90f588478935cf0147afccc33751ee","TXA5927","Code de l'Environnement - Articles R. 226-1 à R. 226-5 : Recherche et constatation des infractions (Contrôles et sanctions / air et atmosphère) (Livre II, Titre II, Chapitre VI)","4028807d16245e4d01162524c4c46a32","4028807d16245e4d01162524e0ba6b7f"
"2c90f588478935cf0147afd1ba89585b","TXA5896","Code de l'Environnement - Articles D. 216-1 à D. 216-6 : Constatation des infractions (sanctions / Eau et milieux aquatiques et marins) (Livre II, Titre Ier, Chapitre VI)","4028807d16245e4d01162524c5ba6a3b","4028807d16245e4d01162524e0ba6b7f"
"2c90f588478935cf0147b0aee3114dcd","TXA4979","Décret n° 90-277 du 28 mars 1990 relatif à la protection des travailleurs intervenant en milieu hyperbare","4028807d16245e4d01162524cd016a95","4028807d16245e4d01162524e48d6bb5"
"2c90f588478935cf0147b101dabc2288","TXA8512","Code de la Route Art. R.312-1 à R.312-9  Poids et dimensions des véhicules (Livre III, Titre 1er, Chapitre II, Section I)","2c90f588422a462a014232c34f995161","4028807d16245e4d01162524e0ba6b7f"
"2c90f588478935cf0147b48c8fe87335","TXA8507","Décision DM - T/P n° 32974 DU 28 mai 2004 relative à la reconnaissance d’un cahier technique professionnel pour le contrôle en service des équipements sous pression utilisés en réfrigération et conditionnement de l’air","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e20d6b91"
"2c90f588478935cf0147b490dd347b68","TXA7929","Décision BSEI no 2009-038 du 17 avril 2009 relative à la reconnaissance d’un cahier technique professionnel pour le contrôle en service de certains équipements sous pression utilisés pour le conditionnement de l’air ou la réfrigération","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e20d6b91"
"2c90f588478935cf0147b4946858040d","TXA8454","Décision BSEI no 10-063 du 1er avril 2010 relative à la reconnaissance d’un cahier technique professionnel précisant les modalités de contrôle en service des équipements frigorifiques sous pression constitutifs d’une installation et utilisés en réfrigération et conditionnement de l’air","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e20d6b91"
"2c90f58848cd4f680148e573198e07cf","TXA7800","Arrêté du 19 juin 2006 fixant la liste des pièces d'un dossier de demande de certificats d'économies d'énergie","d37394453d863f29013daaf371e951b9","4028807d16245e4d01162524db946b37"
"2c90f58848cd4f680148e9b024577043","TXA9779","Décision BSEI n°14-080 du 20 août 2014 relative à la dispense de vérification intérieure pour des équipements sous pression contenant certains gaz ou mélanges de gaz","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e20d6b91"
"2c90f58848cd4f680148e9d0679d5ad1","TXA8188","Décision BSEI n° 09-219 du 15 décembre 2009 relative à la dispense de vérification intérieure pour des équipements sous pression contenant certains gaz ou mélanges de gaz","4028807d16245e4d01162524d6f26b13","4028807d16245e4d01162524e20d6b91"
"2c90f58848cd4f680148eed925da463f","TXA8600","Arrêté du 22 octobre 2010 relatif à la classification et aux règles de construction parasismique applicables aux bâtiments de la classe dite « à risque normal »","ff8081816b4d71ef016b54e01560411b","4028807d16245e4d01162524db946b37"
"2c90f588491594ef01491905c7cf6e03","TXA8905","Code de la Sécurité Sociale - Article R. 138-32 à R. 138-37 : Accords en faveur de la prévention de la pénibilité","4028807d16245e4d01162524cbab6a83","4028807d16245e4d01162524e0ba6b7f"
"2c90f588491594ef014919106cae067c","TXA8906","Code de la Sécurité Sociale - Articles D. 138-26 à D. 138-28 : Accords en faveur de la prévention de la pénibilité","4028807d16245e4d01162524cbab6a83","4028807d16245e4d01162524e0ba6b7f"
"2c90f5884939605901493d010cd40554","TXA9785","Arrêté du 8 octobre 2014 relatif aux conditions de mise en œuvre des obligations de reprise par les distributeurs des équipements électriques et électroniques usagés, prévu à l'article R. 543-180 du code de l'environnement","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524db946b37"
"2c90f5884939605901493d095c3c0f3e","TXA4645","Arrêté du 23 novembre 2005 relatif aux modalités de traitement des déchets d'équipements électriques et électroniques prévues à l'article 21 du décret n° 2005-829 du 20 juillet 2005 relatif à la composition des équipements électriques et électroniques et à l'élimination des déchets issus de ces équipements","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524db946b37"
"2c90f5884939605901493d48548a6203","TXA5420","Arrêté du 13 juillet 2006 pris en application de l'article 2 du décret n° 2005-829 du 20 juillet 2005 relatif à la composition des équipements électriques et électroniques et à l'élimination des déchets qui en sont issus","4028807d16245e4d01162524c71b6a4d","4028807d16245e4d01162524db946b37"
